result,correction
1,"เจอ,น้อง,เมิร์ค,งู,สี,ดำ,แถว,คอนโด,หละ,แมว,คอนโด,เจ้าของ,ดีใจ,ผู้ดูแล,คอนโด,พิจารณา,เจ้าของ,ห้อง,งู,เลี้ยงดู,ห้อง,ตัว,ห้าม,เลี้ยงสัตว์,ข้อความ,กรกฎาคม,เวลา"
-1,"สัตว์เลี้ยง,หอพัก,เด็ก,วัยรุ่น,น่าสงสาร,เจอ,หมา,แมว,ไม่ได้,ห้อง,กิน,แล้วก็,เฉา,ตาย,เอ๊ะ,ป๋า,เจอ,นึกไม่ออก"
-1,"อี,ไอ,เอ,ฉบับ,ประกาศ,ดัดหลัง,คอนโด,ลักไก่,สร้าง,รายงาน,แสน,ทำตาม,รายงาน,ล้าน"
-1,"ถึงว่า,โม,โน,ฉาย,ครั้งแรก,จอ,ทีวี,ริ,ริ,น้อง,ไผ่,คุ้น,ช่อง,หนัง,วน,ป๋า,ครั้งแรก,ช่อง,นี้,มั้ง"
1,"คืนนี้,ทุ่ม,ข้อความ,กรกฎาคม,เวลา"
1,"เรื่อง,นี้,ช่อง,วน,แข่ง,MONO,มั้ง"
1,"รู้จัก,งู,ดำ,หนีหาย,สัตวแพทย์,ชี้,มีพิษ,กัด,ยกเว้น,หิวจัด,นิยม,เลี้ยง"
1,"น้อง,ไผ่,ฟัง,เสียงในฟิล์ม"
1,"ฮา,ดู,เฟส"
1,"อุตส่าห์,ไปดู,เฟส,บัวลอย,ผชคน,แฟน,เค้า,ฮือ,เลิก,กิน,บัวลอย"
1,"พี่,กัญ,มื้อ,เย็น,ทาน,เมือง,โอ่ง,ได้ยิน,ช่อ,ช่อ,ไหม,ริ,ริ"
-1,"ที่พัก,แวะ,ที่นี่,ซบเซา"
1,"น้อง,ไผ่,หนัง,สนุก,ดี"
1,"ดวง,รายปักษ์,กรกฎาคม,2,สำนัก,โหร,อุ,ตรา,ษาฒ,ดวง,คู่สร้างคู่สม,อ่าน,ข่าว"
-1,"เหนื่อย,ทำงานบ้าน,ซ่อม,เก้าอี้,ซ่อม,โต๊ะ,ถือโอกาส,ซักผ้า,เชอะ,ทำ,พรุ่งนี้"
1,"เทคนิค,เทรด,หุ้น,กระโดด,ปลอดภัย"
1,"GUNKUL,กำไร,เร่ง,ตัว,ครึ่ง,ปี,อ่าน,เรื่อง,นี้"
1,"หุ้น,สื่อ,ลุ้น,อานิสงส์,เม็ดเงิน,โฆษณา,ฟื้น,ครึ่ง,ปี,อ่าน,เรื่อง,นี้"
1,"Hotnews,เจาะ,โค้ง,แบงก์"
-1,"สงสัย,ผู้ใหญ่,ว่าง,สติ,ปัญญา,หาย,อ่ะ,ยุค,ตามสมัย"
-1,"บ้าน,ติด,ถนน,ตอนเช้า,เย็น,คน,ออกกำลังกาย,แมว,หมา,ปล่อย,ไหม,สงสัย,เขต,บ้าน,หมา,กัด,ตาย,เจอ"
0,"พี่,โซ,ข้อความ,กรกฎาคม,เวลา"
-1,"เด็ก,เลี้ยง,น่ารัก,มีปัญหา,รัก,แล้วก็,ทิ้ง,ฝรั่ง,เค้า,สำนวน,พฤติกรรม,แบบนี้,PUPPY,LOVE,รัก,แป๊บเดียว,เด๋ว,ไปหา,เพลง"
1,"Donny,Osmond,Puppy,Love,Spoil,คลิก,ดู,ข้อความ,ที่ซ่อน"
1,"หนัง,สนุก,ข้อความ,กรกฎาคม,เวลา"
1,"ธรรมดา,ดู"
1,"เรื่อง,นี้,จอ,ป๋า,น้อง,ไผ่,คุ้น"
1,"ถี่,ไอ้,หนุ่ม,ไช,อา,แจ้ง,นี้,หละ,แล้วก็"
1,"ถึงว่า,คุ้นๆ,กะล่อน,เหมือน"
1,"เบ,ลี่,ช่อง,Chanel,โจว,ซิง,ฉือ,อุ้ย,เสี่ยว,ป้อ,ดู,ขำ,ดู"
1,"ดู,ยี่สิบ,รอบ,มั้ง,ดู,กะล่อน"
1,"ราบรื่น,คน,ฉวย"
1,"ผู้หญิง,เป็นตัว,ร้าย,กลับใจ,น่ารัก,เนอะ,น้อง,ไผ่,อยากได้"
1,"อยากได้,เข้าครัว,ทำอาหาร,หรอ,ริ,ริ"
-1,"หนัง,เหยียด,เพศ,เนอะ,เหมือน,ฝังใจ,คน,สร้าง,มั้ง,อ้างอิง,ฮองเฮา,เจ้าแม่,กวนอิม,สื่อ,บู,เซ็ก,เทียน,ครองอำนาจ,โน่น,ปม,เนอะ"
1,"ดู,ตอน,อ่ะ,ดู,คริๆ"
-1,"กด,บัตร,เดบิต,กสิกร,shopee,กด,รี,เค,วส,otp,ไม่มี,ข้อความ,แจ้ง,รหัส,แบบนี้,ทำ,ดี,เบอร์"
1,ขอบคุณ
1,"วิเคราะห์,โปรเจคท์,ฝัน,ศึกษา,โมเดล,ธุรกิจ,การตัดสินใจ,ธุรกิจ,คน,ลงทุน,กระโจน,เข้าไป,ทำ,ธุรกิจ,ใด,ไม่มีปี่มีขลุ่ย,อาศัย,ใจ,ล้วน ๆ,ทำ,ธุรกิจ,ไม่ผิด,แปลก,นักธุรกิจ,ประสบความสำเร็จ,แนวคิด,กระโจน,แล้วไป,เสี่ยง,ข้างหน้า,แบบนี้,ยุค,ข้อมูลข่าวสาร,ปลายนิ้ว,ประหยัดเวลา,ประหยัด,ความเสี่ยง,เกิดขึ้น,ทำ,เรียนรู้,ทำ,การศึกษา,โมเดล,ธุรกิจ,ตอนที่,ใช้เวลา,ไม่นาน,ทำได้,ธุรกิจ,ทำ,ยุค,ทันสมัย,ตก,เทรนด์,ยั่งยืน,โลก,ยุค,นี้,วิธี,การศึกษา,โมเดล,ธุรกิจ,สนใจ,ทำได้,ง่าย ๆ,ผม,จำเป็นต้อง,ออกจาก,บ้าน,ปรึกษา,พี่,Goo,ข้อมูล,เบื้องต้น,หา,ดู,ตัวอย่าง,โปรเจคท์,ทำ,กรณีศึกษา,โครงการ,มาแรง,โครงการ,ยอดนิยม,สร้าง,ความเข้าใจ,เรื่อง,เทรนด์,ธุรกิจ,สนใจ,ปัจจุบันนี้,ธุรกิจ,เค้า,แนวคิด,เค้า,ให้บริการ,ไก,ลก,ว่าที่,ใช้กับ,โปรเจคท์,เทรนด์,ไปดู,รายละเอียด,ต่าง ๆ,กรณีศึกษา,สร้าง,ความเข้าใจ,เชิง,เทคนิค,อย่างมากมาย,ผม,เสนอ,ลอง,หา,กรณีศึกษา,ประเทศ,สิบ,ตัวอย่าง,เทรนด์,โลก,เรื่อง,ประเภท,ธุรกิจ,กรณีศึกษา,ในประเทศ,สิบ,ตัวอย่าง,ไทย,เทรนด์,ความนิยม,สอง,นี้,พิจารณา,ผม,เสนอ,ลิ,สท์,เวลา,เข้าไป,ศึกษา,โปรเจคท์,กรณีศึกษา,ดังนี้,ผม,ยกตัว,อย่างว่า,ไอเดีย,โรงแรม,ราคา,ประหยัด,นึก,ภาพ,โครงการ,ชื่อ,ชื่อ,โครงการ,ประเทศ,ปี,สร้าง,รู้,เก่า,เกินไป,เวิร์ค,สำหรับ,บ้าน,เก่า,เกินไป,เหมาะ,เป็นไปได้,แนวคิด,จุด,ขายของ,โครงการ,ลอง,หา,อ่าน,ดู,ค้น,เรื่อง,โรงแรม,ราคา,ประหยัด,โครงการ,นี้,เค้า,เสนอ,ความประหยัด,ลูกค้า,แตกต่าง,โรงแรม,ราคา,ประหยัด,ทั่วโลก,ลูกค้า,เลือก,โรงแรม,ลิ,สท์,เลือก,ห้อง,อุปกรณ์,ความสะดวก,จอง,ออนไลน์,ลูกค้า,อยากได้,ทีวี,อินเตอร์เน็ต,ในขณะที่,ลูกค้า,ประหยัด,ห้อง,ไม่ต้องการ,ลูกค้า,คน,ชาติ,เป็นส่วนใหญ่,อายุ,ไลฟ์สไตล์,เพศ,ลักษณะ,เดินทาง,ใด,เดี่ยว,อุปกรณ์,ติดตัว,ข้อมูล,นี้,หาไม่,เจอ,เว็บไซต์,เพจ,โรงแรม,หา,อ่าน,เว็บ,รีวิว,ต่าง ๆ,ลูกค้า,ส่อง,ลูกค้า,ต่าง ๆ,ที่มา,รีวิว,เค้า,ไลฟ์สไตล์,ข้อมูล,ดี ๆ,นักท่องเที่ยว,ที่มา,พัก,ประหยัด,คนรัก,ธรรมชาติ,ชอบ,พื้นที่,ปรับอากาศ,ให้การ,สนับสนุน,สินค้า,นิค,ข้อมูล,นี้,ส่งผล,สร้าง,โปรเจคท์,แน่นอน,เลือก,ห้องพัก,ไม่มี,แอร์,ร้าน,อาคาร,สาย,นิค,แบบนี้,ให้บริการ,ห้องพัก,กี่,กี่,ราคา,เสนอ,ห้องพัก,พื้นที่,อำนวยความสะดวก,ลิ,สท์,ออกมา,ราคา,ลิ,สท์,แยก,คำนวณ,ห้องพัก,ต่ำสุด,กี่,บาท,อาหาร,ต่ำสุด,กี่,บาท,ค่าใช้จ่าย,โรงแรม,ต่ำสุด,กี่,บาท,รู้,ลูกค้า,จ่าย,โรงแรม,กรณีศึกษา,กี่,บาท,ต่ำ,พื้นที่,อาคาร,อันนี้,รู้ทาง,สถาปัตยกรรม,อ่าน,ขนาด,พื้นที่,อาคาร,หา,แปลน,อาคาร,กรณีศึกษา,ดู,ลอง,คำนวณ,คร่าวๆ,ขนาด,รู้,งบประมาณ,อาคาร,เค้า,โรงแรม,สามสิบ,ห้อง,เค้า,พื้นที่,ตารางเมตร,ค่าก่อสร้าง,เบื้องต้น,สำหรับ,อาคาร,อิน,เรีย,ประหยัด,ตารางเมตร,บาท,โครงการ,โรงแรม,สามสิบ,ห้อง,เงิน,เบื้องต้น,ล้าน,บาท,อาคาร,กี่,ดู,รายละเอียด,โรงแรม,มีส่วน,ห้องพัก,ห้องอาหาร,พักผ่อน,กลางแจ้ง,ดู,ไอเดีย,โรงแรม,มีส่วน,เหมาะกับ,ลุก,ค้า,รึเปล่า,ตั้งอยู่,ย่าน,ใด,เรื่อง,โครงการ,เรียนรู้,เรียน,รู้เรื่อง,โลเคชั่น,เลือก,ที่ตั้ง,เค้า,เค้า,โรงแรม,ราคา,ประหยัด,แบ่ง,สอง,ส่วย,โลเคชั่น,ชานเมือง,ลูกค้า,ขับรถ,ขนส่งมวลชน,เดินทาง,มาจาก,สนามบิน,ที่ดิน,ราคา,ตั้งอยู่,เมือง,การนำ,อาคาร,เก่า,คุณค่า,ทางเศรษฐกิจ,ทำ,การปรับปรุง,โรงงาน,เก่า,ปรับปรุง,โรงพยาบาล,เก่า,ปรับปรุง,ความเข้าใจ,เลือก,ที่ดิน,โปรเจคท์,ลักษณะ,ที่ดิน,โครงการ,อันนี้,Google,Street,View,เดิน,รอบ,โครงการ,โครงการ,กรณีศึกษา,ลักษณะ,สภาพแวดล้อม,ธรรมชาติ,ไม่จำเป็น,ลูกค้า,ที่พัก,ประหยัด,พิจารณา,เรื่อง,เรื่องสำคัญ,แบบนี้,ผม,เสนอ,ทำ,เป็นตาราง,ดู,รูปประกอบ,ไขว้,หัวเรื่อง,เก้า,ข้อ,เก็บข้อมูล,โรงแรม,กรณีศึกษา,ต่าง ๆ,วาง,ช่อง,ช่อง,สุดท้าย,โครงการ,หวัง,เครื่องมือ,นี้,เสริม,ไอเดีย,ธุรกิจ,อย่างสนุกสนาน,ปัตย์,ศรี,อรุณ,Research,Plus,ข้อความ,กรกฎาคม,เวลา"
